,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
6893,25.5,25000,1,2,6,0.5,2,67,30,129,36,60,18,3,21-30,"Below N50,000",Bank D,Female,Bank O,Akure,OND/HND,Private Sector Employee,No,,
6894,33,175000,7,6,30,0.5,0,60,0,-10,20,0,0,0,31-35,"N101,000 - N250,000",Bank A,Female,Bank A,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6895,38,175000,8,2,6,0.5,0,40,20,30,20,20,10,0,36-40,"N101,000 - N250,000",Bank A,Female,Bank A,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6896,33,175000,2,6,30,0.5,0.5,60,20,100,30,40,20,3,31-35,"N101,000 - N250,000",Bank Q,Male,Bank A,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6897,33,175000,7,6,30,0.5,0.5,20,-30,-30,20,0,10,0,31-35,"N101,000 - N250,000",Bank A,Male,Bank A,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6898,50.5,175000,8,2,6,0.5,0,-40,-10,-73,20,-30,-30,0,41-60,"N101,000 - N250,000",Bank B,Female,Bank B,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6899,33,25000,4,2,6,2,6,80,40,50,40,40,30,3,31-35,"Below N50,000",Bank J,Male,Bank J,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6901,50.5,175000,8,6,30,0,0,-30,-40,-100,0,0,-20,0,41-60,"N101,000 - N250,000",Bank F,Female,Bank F,Akure,Master's Degree,Civil/Public Servant,Yes,Bank F,Bank G
6902,33,25000,3,2,30,0,30,80,40,70,40,30,20,1,31-35,"Below N50,000",Bank D,Male,Bank D,Akure,Bachelor's Decree,Unemployed,No,,
6904,19,25000,2,2,6,0.5,0.5,62,40,30,20,20,20,3,18-20,"Below N50,000",Bank C,Male,Bank C,Akure,Bachelor's Decree,Student,No,,
6905,38,75000,8,2,6,0.5,0.5,70,20,38,40,20,10,3,36-40,"N50,000 - N100,000",Bank L,Male,Bank L,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6906,38,75000,1,2,6,0.5,0.5,80,20,116,40,20,10,3,36-40,"N50,000 - N100,000",Bank M,Male,Bank L,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6907,33,75000,4,2,6,0.5,0,40,0,60,20,20,10,0,31-35,"N50,000 - N100,000",Bank K,Female,Bank K,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6910,38,75000,3,6,30,0.5,0,50,30,20,20,20,0,0,36-40,"N50,000 - N100,000",Bank G,Male,Bank G,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6911,38,75000,6,6,30,0.5,0,60,40,50,20,20,0,3,36-40,"N50,000 - N100,000",Bank D,Male,Bank G,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6912,25.5,25000,5,6,30,0,0,46,20,90,40,20,20,3,21-30,"Below N50,000",Bank D,Male,Bank D,Akure,Bachelor's Decree,Private Sector Employee,No,,
6913,19,25000,2,6,30,2,0,108,40,140,40,40,20,3,18-20,"Below N50,000",Bank H,Female,Bank H,Akure,Bachelor's Decree,Student,No,,
6914,25.5,25000,7,6,30,0,0,46,20,81,40,20,20,3,21-30,"Below N50,000",Bank D,Female,Bank D,Akure,Bachelor's Decree,Private Sector Employee,No,,
6915,33,75000,5,2,6,0.5,0,80,40,100,40,30,20,3,31-35,"N50,000 - N100,000",Bank G,Male,Bank G,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6916,19,25000,3,6,30,0,0,40,0,40,0,0,0,0,18-20,"Below N50,000",Bank B,Female,Bank B,Akure,Bachelor's Decree,Student,No,,
6917,19,25000,2,6,30,0,0,30,10,70,20,20,20,0,18-20,"Below N50,000",Bank B,Male,Bank B,Akure,Bachelor's Decree,Student,No,,
6918,25.5,25000,5,6,30,2,0,30,0,30,-10,0,0,0,21-30,"Below N50,000",Bank P,Male,Bank P,Akure,Bachelor's Decree,Private Sector Employee,No,,
6920,19,25000,3,2,30,0,0,70,20,140,50,40,10,3,18-20,"Below N50,000",Bank H,Male,Bank H,Akure,Bachelor's Decree,Student,No,,
6921,33,75000,5,6,30,0.5,0,62,38,103,40,34,20,3,31-35,"N50,000 - N100,000",Bank J,Female,Bank J,Akure,Bachelor's Decree,Private Sector Employee,No,,
6922,50.5,175000,8,2,6,0.5,0,30,0,-50,20,10,0,0,41-60,"N101,000 - N250,000",Bank B,Male,Bank B,Akure,Master's Degree,Civil/Public Servant,No,,
6923,25.5,75000,5,6,30,0.5,0,40,20,20,20,20,10,0,21-30,"N50,000 - N100,000",Bank L,Female,Bank L,Akure,Bachelor's Decree,Private Sector Employee,No,,
6924,25.5,75000,3,2,6,0.5,0,80,20,60,60,20,10,3,21-30,"N50,000 - N100,000",Bank J,Female,Bank J,Akure,Bachelor's Decree,Private Sector Employee,No,,
6925,38,75000,2,6,6,0.5,0.5,70,40,110,20,40,20,3,36-40,"N50,000 - N100,000",Bank E,Female,Bank E,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6926,25.5,25000,6,6,30,0,0,17,20,-20,20,0,0,0,21-30,"Below N50,000",Bank F,Male,Bank F,Akure,Bachelor's Decree,Private Sector Employee,No,,
6927,19,25000,2,6,30,0,0,46,40,150,40,40,20,3,18-20,"Below N50,000",Bank C,Male,Bank C,Akure,Secondary school leaving certificate,Student,No,,
6928,38,75000,4,2,6,0.5,0,55,19,66,40,20,10,3,36-40,"N50,000 - N100,000",Bank O,Male,Bank O,Akure,Bachelor's Decree,Self Employed,No,,
6929,65,75000,8,2,6,0,0,40,0,20,0,0,0,2,Above 60,"N50,000 - N100,000",Bank P,Male,Bank P,Akure,Bachelor's Decree,Retired,No,,
6930,33,75000,8,6,6,2,0.5,10,30,75,18,20,0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6931,33,75000,10,6,6,2,0.5,20,10,66,10,40,10,0,31-35,"N50,000 - N100,000",Bank A,Male,Bank B,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6932,25.5,75000,4,2,6,0.5,0,80,40,10,20,10,20,3,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Akure,Bachelor's Decree,Student,No,,
6934,25.5,75000,4,6,30,0.5,0,60,0,50,40,40,30,3,21-30,"N50,000 - N100,000",Bank G,Male,Bank G,Akure,Bachelor's Decree,Self Employed,No,,
6935,33,75000,5,2,6,0.5,0.5,60,0,0,20,20,10,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Akure,Bachelor's Decree,Civil/Public Servant,No,,
6936,50.5,175000,7,2,6,0.5,0,-43,0,-100,40,-10,-20,0,41-60,"N101,000 - N250,000",Bank B,Male,Bank G,Akure,Master's Degree,Civil/Public Servant,No,,
6937,19,25000,3,2,6,0.5,0,80,40,20,20,20,20,3,18-20,"Below N50,000",Bank C,Female,Bank C,Akure,Bachelor's Decree,Student,No,,
6938,25.5,75000,6,6,30,2,0,50,20,120,40,20,10,3,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Akure,Bachelor's Decree,Self Employed,No,,
6940,25.5,25000,3,2,6,0,2,39,20,23,20,20,0,0,21-30,"Below N50,000",Bank N,Male,Bank N,Akure,Bachelor's Decree,Student,No,,
6948,25.5,25000,8,2,6,0.5,30,120,60,120,60,60,20,3,21-30,"Below N50,000",Bank B,Female,Bank B,Asaba,Secondary school leaving certificate,Self Employed,No,,
7002,19,25000,2,2,6,0,0,120,60,0,60,10,10,3,18-20,"Below N50,000",Bank B,Female,Bank B,Asaba,Secondary school leaving certificate,Student,No,,
7004,33,25000,4,2,6,0,0,120,60,130,40,40,30,3,31-35,"Below N50,000",Bank C,Female,Bank C,Asaba,Bachelor's Decree,Private Sector Employee,No,,
7078,33,25000,4,2,6,0.5,0.5,90,50,110,50,50,30,3,31-35,"Below N50,000",Bank D,Male,Bank D,Asaba,OND/HND,Private Sector Employee,No,,
7079,33,25000,2,2,6,0.5,0.5,50,40,80,60,60,20,3,31-35,"Below N50,000",Bank L,Male,Bank D,Asaba,OND/HND,Private Sector Employee,No,,
7235,25.5,25000,7,2,2,0,0.5,58,40,78,1,19,10,3,21-30,"Below N50,000",Bank B,Female,Bank B,Asaba,Bachelor's Decree,Others,No,,
7237,25.5,25000,1,2,6,0.5,0.5,25,5,24,60,50,30,3,21-30,"Below N50,000",Bank O,Male,,Asaba,OND/HND,Others,No,,
7238,25.5,25000,5,2,6,0.5,0.5,15,8,15,30,30,20,0,21-30,"Below N50,000",Bank Q,Male,,Asaba,OND/HND,Others,No,,
7239,25.5,25000,1,2,6,0.5,0.5,6,5,28,20,20,20,0,21-30,"Below N50,000",Bank C,Male,,Asaba,OND/HND,Others,No,,
7247,25.5,25000,4,2,30,30,0,-72,-6,-111,-45,-33,-21,0,21-30,"Below N50,000",Bank L,Female,Bank L,Asaba,Bachelor's Decree,No Response,Yes,Bank L,Bank C
7272,50.5,175000,8,0.5,6,0,0,33,20,-60,60,60,30,2,41-60,"N101,000 - N250,000",Bank L,Female,Bank L,Asaba,OND/HND,Civil/Public Servant,Yes,Bank L,Bank B
7273,50.5,175000,1,0.5,6,0,0,99,60,110,60,40,10,3,41-60,"N101,000 - N250,000",Bank B,Female,Bank L,Asaba,OND/HND,Civil/Public Servant,Yes,Bank L,Bank B
7276,50.5,25000,10,2,2,0.5,0,30,20,25,20,20,10,2,41-60,"Below N50,000",Bank H,Female,Bank H,Asaba,Bachelor's Decree,Civil/Public Servant,No,,
7280,25.5,25000,1,2,6,0.5,0,-42,-50,10,0,-60,10,0,21-30,"Below N50,000",Bank H,Female,Bank D,Asaba,Others,Others,Yes,Bank H,Bank B
7281,25.5,25000,8,2,6,0.5,0,64,40,70,50,0,30,3,21-30,"Below N50,000",Bank D,Female,Bank D,Asaba,Others,Others,Yes,Bank H,Bank B
7302,25.5,75000,1,2,2,0,0,20,20,5,5,10,0,0,21-30,"N50,000 - N100,000",Bank D,Female,,Asaba,Bachelor's Decree,Student,No,,
7303,25.5,25000,4,0.5,6,0,0,20,10,60,60,10,10,0,21-30,"Below N50,000",Bank B,Female,Bank N,Asaba,Secondary school leaving certificate,Student,No,,
7304,25.5,25000,2,0.5,6,0,0,20,20,90,60,0,10,3,21-30,"Below N50,000",Bank N,Female,Bank N,Asaba,Secondary school leaving certificate,Student,No,,
7305,25.5,25000,2,0.5,2,0,0,0,18,-15,10,10,10,0,21-30,"Below N50,000",Bank L,Male,Bank L,Asaba,Bachelor's Decree,Student,Yes,Bank L,
7310,25.5,25000,2,0.5,2,0,0,20,20,75,20,5,10,0,21-30,"Below N50,000",Bank H,Male,Bank H,Asaba,Bachelor's Decree,Student,No,,
7311,25.5,25000,2,0.5,2,0.5,0,16,7,18,20,10,0,0,21-30,"Below N50,000",Bank G,Female,Bank B,Asaba,Bachelor's Decree,Student,No,,
7312,25.5,25000,8,0.5,2,0,0,21,18,33,10,4,4,0,21-30,"Below N50,000",Bank H,Female,Bank H,Lagos,Bachelor's Decree,Others,No,,
7328,25.5,25000,9,2,2,0.5,2,2,9,35,10,18,0,0,21-30,"Below N50,000",Bank O,Male,Bank C,Asaba,Bachelor's Decree,Self Employed,Yes,Bank H,Bank N
7329,25.5,25000,3,2,2,0.5,2,-81,-45,-25,10,-30,-27,0,21-30,"Below N50,000",Bank H,Male,Bank C,Asaba,Bachelor's Decree,Self Employed,Yes,Bank H,Bank N
7330,25.5,25000,1,2,6,0,0,40,20,68,60,20,10,3,21-30,"Below N50,000",Bank H,Female,Bank G,Asaba,Bachelor's Decree,Others,No,,
7331,25.5,25000,6,2,6,0,0,30,20,78,60,20,10,3,21-30,"Below N50,000",Bank G,Female,Bank G,Asaba,Bachelor's Decree,Others,No,,
7335,25.5,25000,9,2,2,0.5,0,-120,-60,-180,-60,-60,-30,0,21-30,"Below N50,000",Bank L,Male,Bank N,Asaba,Bachelor's Decree,Civil/Public Servant,Yes,Bank L,Bank D
7336,25.5,25000,8,2,2,0.5,0,100,40,70,60,60,30,3,21-30,"Below N50,000",Bank C,Male,Bank N,Asaba,Bachelor's Decree,Civil/Public Servant,Yes,Bank L,Bank D
7337,25.5,25000,8,2,2,0.5,0,100,50,160,60,60,30,3,21-30,"Below N50,000",Bank N,Male,Bank N,Asaba,Bachelor's Decree,Civil/Public Servant,Yes,Bank L,Bank D
7340,50.5,175000,10,0.5,2,0,2,60,20,120,60,13,10,2,41-60,"N101,000 - N250,000",Bank D,Male,Bank N,Asaba,Master's Degree,Civil/Public Servant,No,,
7341,50.5,175000,10,0.5,2,0,2,70,60,140,60,13,10,3,41-60,"N101,000 - N250,000",Bank N,Male,Bank N,Asaba,Master's Degree,Civil/Public Servant,No,,
7342,50.5,175000,11,0.5,2,0,2,60,20,120,60,40,10,2,41-60,"N101,000 - N250,000",Bank D,Male,Bank N,Asaba,Master's Degree,Civil/Public Servant,No,,
7343,50.5,175000,11,0.5,2,0,2,70,60,140,60,40,10,3,41-60,"N101,000 - N250,000",Bank N,Male,Bank N,Asaba,Master's Degree,Civil/Public Servant,No,,
7347,50.5,175000,12,0.5,6,0.5,0,-20,0,40,20,10,-10,2,41-60,"N101,000 - N250,000",Bank L,Male,Bank L,Asaba,Master's Degree,Civil/Public Servant,Yes,,
7359,25.5,25000,5,0.5,6,0.5,6,35,10,130,60,60,30,3,21-30,"Below N50,000",Bank B,Male,Bank B,Asaba,Bachelor's Decree,Others,No,,
7360,25.5,25000,1,0.5,6,0.5,6,25,10,0,20,20,10,0,21-30,"Below N50,000",Bank M,Male,Bank B,Asaba,Bachelor's Decree,Others,No,,
7373,19,25000,2,0.5,30,0,0,30,30,34,20,-8,10,0,18-20,"Below N50,000",Bank N,Female,Bank N,Asaba,Secondary school leaving certificate,Student,No,,
7376,25.5,25000,5,2,6,0.5,0,30,40,60,20,10,0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Asaba,Bachelor's Decree,Others,No,,
7377,25.5,25000,1,2,6,0.5,0,20,40,40,20,20,0,0,21-30,"Below N50,000",Bank H,Male,Bank C,Asaba,Bachelor's Decree,Others,No,,
7388,25.5,75000,4,0.5,30,6,0.5,2,-40,-49,0,20,10,0,21-30,"N50,000 - N100,000",Bank G,Female,Bank G,Asaba,Bachelor's Decree,Student,No,,
7389,25.5,75000,4,0.5,30,6,0.5,2,-40,-49,0,20,10,0,21-30,"N50,000 - N100,000",Bank G,Female,Bank G,Asaba,Bachelor's Decree,Student,No,,
7390,25.5,375000,3,2,30,30,0,13,23,-10,7,-12,-6,1,21-30,"N251,000 - N500,000",Bank B,Male,Bank C,Asaba,Secondary school leaving certificate,Student,No,,
7391,25.5,375000,2,2,30,30,0,13,23,-10,28,18,6,1,21-30,"N251,000 - N500,000",Bank C,Male,Bank C,Asaba,Secondary school leaving certificate,Student,No,,
7395,25.5,25000,3,30,30,0,30,-33,-2,-4,5,-30,-3,1,21-30,"Below N50,000",Bank B,Male,Bank B,Asaba,Secondary school leaving certificate,Student,No,,
7404,25.5,25000,4,0.5,2,0.5,0,66,24,24,16,2,0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Asaba,Bachelor's Decree,Others,No,,
7405,25.5,25000,1,6,6,0.5,0,36,-19,-6,0,15,0,0,21-30,"Below N50,000",Bank H,Female,Bank L,Asaba,Bachelor's Decree,Others,No,,
7406,25.5,25000,11,6,6,0.5,0,61,16,64,15,38,9,3,21-30,"Below N50,000",Bank L,Female,Bank L,Asaba,Bachelor's Decree,Others,No,,
7408,25.5,25000,1,2,6,0,0,-22,-10,-30,-6,-11,-14,0,21-30,"Below N50,000",Bank D,Female,Bank D,Asaba,OND/HND,Others,Yes,Bank B,Bank Q
7409,25.5,25000,8,2,6,0,0,-46,0,9,2,-11,-14,0,21-30,"Below N50,000",Bank B,Female,Bank D,Asaba,OND/HND,Others,Yes,Bank B,Bank Q
7410,25.5,25000,5,0.5,2,0,0,-27,0,29,0,-10,0,0,21-30,"Below N50,000",Bank B,Male,Bank B,Asaba,Bachelor's Decree,Student,No,,
7426,50.5,175000,31,0.5,2,0,0,24,24,18,45,18,18,2,41-60,"N101,000 - N250,000",Bank A,Male,Bank A,Asaba,Master's Degree,Others,No,,
7427,25.5,25000,7,0.5,2,0,0,60,20,120,40,60,20,3,21-30,"Below N50,000",Bank D,Female,Bank D,Asaba,OND/HND,Student,No,,
7430,25.5,25000,1,0.5,30,0.5,30,63,21,108,45,-21,0,1,21-30,"Below N50,000",Bank N,Female,Bank H,Asaba,Bachelor's Decree,Others,No,,
7431,50.5,25000,6,2,2,0,0,30,20,48,40,26,8,2,41-60,"Below N50,000",Bank F,Male,Bank F,Asaba,OND/HND,Civil/Public Servant,No,,
7437,25.5,25000,6,0.5,2,2,0.5,70,50,29,40,30,10,3,21-30,"Below N50,000",Bank C,Female,Bank C,Asaba,Bachelor's Decree,Others,Yes,Bank P,
7444,25.5,25000,1,2,6,0.5,0.5,41,20,60,20,20,10,0,21-30,"Below N50,000",Bank H,Male,Bank O,Asaba,Bachelor's Decree,Others,No,,
7445,25.5,25000,6,2,6,0.5,0.5,19,-20,70,20,20,10,0,21-30,"Below N50,000",Bank O,Male,Bank O,Asaba,Bachelor's Decree,Others,No,,
7447,25.5,25000,1,2,2,0.5,0.5,30,30,70,20,20,10,3,21-30,"Below N50,000",Bank G,Male,Bank G,Asaba,OND/HND,Others,Yes,Bank A,Bank B
7448,25.5,25000,3,2,2,0.5,0.5,10,20,40,20,20,10,0,21-30,"Below N50,000",Bank A,Male,Bank G,Asaba,OND/HND,Others,Yes,Bank A,Bank B
7449,25.5,25000,6,2,2,0.5,0.5,50,40,80,20,20,10,3,21-30,"Below N50,000",Bank C,Male,Bank G,Asaba,OND/HND,Others,Yes,Bank A,Bank B
7455,25.5,25000,10,0.5,0.5,0,0,20,20,25,50,20,-10,0,21-30,"Below N50,000",Bank A,Female,Bank A,Asaba,Secondary school leaving certificate,Student,No,,
7456,25.5,25000,10,0.5,2,0,0,36,50,50,60,24,30,3,21-30,"Below N50,000",Bank C,Female,Bank C,Asaba,No Formal Education,Others,No,,
7457,25.5,25000,1,0.5,6,2,0,37,-40,-35,20,30,20,0,21-30,"Below N50,000",Bank C,Male,Bank C,Asaba,Secondary school leaving certificate,Student,No,,
7461,25.5,25000,5,0.5,2,0,0,30,20,50,20,40,10,3,21-30,"Below N50,000",Bank A,Female,Bank A,Asaba,Secondary school leaving certificate,Student,No,,
7462,33,25000,4,6,6,0,0,84,19,70,20,10,10,3,31-35,"Below N50,000",Bank M,Male,,Asaba,OND/HND,Civil/Public Servant,No,,
7463,33,25000,5,6,6,0,0,48,19,70,20,10,10,0,31-35,"Below N50,000",Bank A,Male,,Asaba,OND/HND,Civil/Public Servant,No,,
7466,25.5,75000,6,2,0.5,0,0,78,34,64,20,20,10,3,21-30,"N50,000 - N100,000",Bank H,Male,Bank D,Asaba,Secondary school leaving certificate,Others,No,,
7467,25.5,75000,1,2,0.5,0,0,78,34,64,20,20,10,3,21-30,"N50,000 - N100,000",Bank D,Male,Bank D,Asaba,Secondary school leaving certificate,Others,No,,
7468,50.5,75000,24,6,30,0,0,-10,20,28,20,5,10,2,41-60,"N50,000 - N100,000",Bank B,Male,Bank B,Asaba,OND/HND,Civil/Public Servant,No,,
7475,25.5,25000,1,0.5,2,0.5,0.5,-90,-60,-135,19,9,9,0,21-30,"Below N50,000",Bank H,Female,Bank F,Asaba,Bachelor's Decree,Others,Yes,Bank H,Bank F
7476,25.5,25000,6,0.5,2,0.5,0.5,25,30,14,-19,0,0,0,21-30,"Below N50,000",Bank F,Female,Bank F,Asaba,Bachelor's Decree,Others,Yes,Bank H,Bank F
7479,38,25000,1,2,30,0.5,6,-45,20,-30,20,-30,-30,0,36-40,"Below N50,000",Bank H,Male,Bank N,Asaba,Bachelor's Decree,Private Sector Employee,No,,
7480,38,25000,2,2,30,0.5,6,25,20,50,20,20,10,0,36-40,"Below N50,000",Bank N,Male,Bank N,Asaba,Bachelor's Decree,Private Sector Employee,No,,
7485,25.5,25000,6,2,6,0.5,0.5,110,60,60,50,32,30,3,21-30,"Below N50,000",Bank C,Female,Bank H,Asaba,Bachelor's Decree,Others,Yes,Bank H,Bank C
7486,25.5,25000,4,2,6,0.5,0.5,60,40,60,50,32,30,3,21-30,"Below N50,000",Bank A,Female,Bank H,Asaba,Bachelor's Decree,Others,Yes,Bank H,Bank C
7487,25.5,25000,1,2,6,0.5,0.5,40,-20,90,-20,-24,-10,0,21-30,"Below N50,000",Bank H,Female,Bank H,Asaba,Bachelor's Decree,Others,Yes,Bank H,Bank C
7496,25.5,25000,1,2,2,0,0,43,30,-86,30,20,10,0,21-30,"Below N50,000",Bank H,Female,Bank H,Asaba,OND/HND,Others,No,,
7497,25.5,25000,2,2,2,0,0,-33,-30,-104,40,20,10,0,21-30,"Below N50,000",Bank B,Female,Bank H,Asaba,OND/HND,Others,No,,
7507,25.5,25000,2,0.5,6,0,0,20,20,15,30,20,10,0,21-30,"Below N50,000",Bank B,Female,Bank B,Asaba,OND/HND,Self Employed,No,,
7511,50.5,75000,10,2,30,0.5,0,30,40,35,15,10,10,2,41-60,"N50,000 - N100,000",Bank C,Male,Bank N,Asaba,Bachelor's Decree,Civil/Public Servant,No,,
7512,50.5,75000,10,2,30,0.5,0,40,30,35,15,10,10,2,41-60,"N50,000 - N100,000",Bank N,Male,Bank N,Asaba,Bachelor's Decree,Civil/Public Servant,No,,
7515,25.5,25000,6,6,6,0,0,40,20,90,20,0,-20,0,21-30,"Below N50,000",Bank B,Male,Bank B,Asaba,Secondary school leaving certificate,Student,Yes,Bank C,Bank G
7516,25.5,25000,2,6,6,0,0,40,0,90,20,0,10,0,21-30,"Below N50,000",Bank C,Male,Bank B,Asaba,Secondary school leaving certificate,Student,Yes,Bank C,Bank G
7517,25.5,25000,5,6,6,0,0,20,0,50,60,60,20,3,21-30,"Below N50,000",Bank A,Female,Bank A,Asaba,Others,Student,No,,
7559,33,75000,4,6,6,2,6,35,32,74,30,20,10,3,31-35,"N50,000 - N100,000",Bank D,Male,Bank F,Asaba,Bachelor's Decree,Private Sector Employee,Yes,Bank D,Bank C
7560,33,75000,1,6,6,2,6,55,32,77,40,30,10,3,31-35,"N50,000 - N100,000",Bank F,Male,Bank F,Asaba,Bachelor's Decree,Private Sector Employee,Yes,Bank D,Bank C
7586,33,25000,1,0.5,2,0,0,-4,24,55,20,40,10,0,31-35,"Below N50,000",Bank N,Female,Bank N,Asaba,Bachelor's Decree,Unemployed,Yes,Bank D,Bank B
7587,33,25000,5,0.5,2,0,0,16,16,-43,40,40,10,0,31-35,"Below N50,000",Bank D,Female,Bank N,Asaba,Bachelor's Decree,Unemployed,Yes,Bank D,Bank B
7588,25.5,25000,6,0.5,2,0.5,0,-1,-20,-48,0,-20,0,0,21-30,"Below N50,000",Bank L,Female,Bank L,Asaba,Bachelor's Decree,No Response,No,,
7589,25.5,25000,1,0.5,2,0.5,0,39,60,38,30,10,30,3,21-30,"Below N50,000",Bank O,Female,Bank L,Asaba,Bachelor's Decree,No Response,No,,
7590,25.5,25000,3,2,6,0,0,30,30,67,20,30,0,0,21-30,"Below N50,000",Bank G,Female,Bank G,Asaba,OND/HND,Others,No,,
7591,25.5,25000,1,2,6,0,0,20,20,77,20,40,0,0,21-30,"Below N50,000",Bank A,Female,Bank G,Asaba,OND/HND,Others,No,,
7596,33,175000,10,0.5,2,0,0,-48,20,-70,20,-16,-30,0,31-35,"N101,000 - N250,000",Bank D,Female,Bank D,Asaba,Master's Degree,Civil/Public Servant,Yes,Bank D,Bank G
7602,33,75000,12,30,30,2,6,0,7,16,10,-7,-3,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Asaba,Bachelor's Decree,Civil/Public Servant,No,,
7604,38,75000,20,2,2,0,0,50,36,88,50,18,20,2,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Asaba,Bachelor's Decree,Civil/Public Servant,No,,
7630,25.5,75000,12,2,6,0.5,6,70,10,70,40,-30,10,0,21-30,"N50,000 - N100,000",Bank H,Male,Bank H,Asaba,Bachelor's Decree,Others,No,,
7631,25.5,75000,2,2,6,0.5,6,100,40,90,60,30,0,3,21-30,"N50,000 - N100,000",Bank J,Male,Bank H,Asaba,Bachelor's Decree,Others,No,,
7643,25.5,25000,1,6,6,0.5,2,50,40,-10,20,-30,-10,0,21-30,"Below N50,000",Bank H,Male,,Asaba,OND/HND,Others,No,,
7644,25.5,25000,7,6,6,0.5,2,50,40,-10,20,-30,-10,0,21-30,"Below N50,000",Bank C,Male,,Asaba,OND/HND,Others,No,,
7647,25.5,25000,8,2,6,0,0.5,50,20,40,30,20,10,3,21-30,"Below N50,000",Bank H,Female,Bank H,Asaba,Bachelor's Decree,Others,No,,
7649,25.5,25000,1,2,30,0.5,0.5,-2,6,31,0,6,-21,0,21-30,"Below N50,000",Bank H,Male,Bank O,Asaba,Bachelor's Decree,Student,No,,
7650,25.5,25000,3,2,30,0.5,0.5,48,24,72,8,12,-21,0,21-30,"Below N50,000",Bank B,Male,Bank O,Asaba,Bachelor's Decree,Student,No,,
7652,19,25000,4,0.5,6,6,0.5,29,-18,101,30,10,0,0,18-20,"Below N50,000",Bank C,Female,Bank C,Asaba,Bachelor's Decree,Others,No,,
7660,25.5,25000,4,0.5,6,0.5,0,16,14,33,13,14,7,0,21-30,"Below N50,000",Bank B,Female,,Asaba,Bachelor's Decree,Others,No,,
7661,25.5,25000,6,0.5,6,0.5,0,11,14,1,13,14,7,0,21-30,"Below N50,000",Bank Q,Female,,Asaba,Bachelor's Decree,Others,No,,
7669,25.5,25000,5,2,6,0.5,0.5,-3,23,-60,7,-10,0,0,21-30,"Below N50,000",Bank A,Female,Bank I,Asaba,Bachelor's Decree,Student,Yes,Bank I,Bank H
7679,25.5,25000,5,2,6,0,0,0,60,30,60,20,10,3,21-30,"Below N50,000",Bank C,Female,Bank C,Asaba,OND/HND,Others,No,,
7680,25.5,25000,1,0.5,2,0,0,-14,-20,0,-20,10,-10,0,21-30,"Below N50,000",Bank J,Female,Bank J,Asaba,Bachelor's Decree,Others,Yes,Bank J,Bank C
7681,25.5,25000,2,0.5,2,0,0,20,60,96,30,10,30,3,21-30,"Below N50,000",Bank B,Female,Bank J,Asaba,Bachelor's Decree,Others,Yes,Bank J,Bank C
7696,25.5,25000,1,0.5,6,0.5,0,24,13,41,48,32,12,3,21-30,"Below N50,000",Bank A,Male,Bank A,Asaba,Bachelor's Decree,Student,No,,
7713,25.5,25000,1,2,6,0,0,40,20,68,60,20,10,3,21-30,"Below N50,000",Bank H,Female,Bank G,Asaba,Bachelor's Decree,Others,No,,
7714,25.5,25000,6,2,6,0,0,30,20,78,60,20,10,3,21-30,"Below N50,000",Bank G,Female,Bank G,Asaba,Bachelor's Decree,Others,No,,
7715,33,75000,2,2,2,0,0.5,0,0,50,60,30,0,0,31-35,"N50,000 - N100,000",Bank F,Female,Bank F,Asaba,Bachelor's Decree,Civil/Public Servant,Yes,Bank F,Bank N
7742,19,25000,2,6,0.5,0,6,57,-10,20,50,37,-10,0,18-20,"Below N50,000",Bank N,Female,Bank N,Asaba,Secondary school leaving certificate,Student,No,,
7748,19,75000,2,30,6,0,0,34,-10,8,14,17,10,0,18-20,"N50,000 - N100,000",Bank A,Female,Bank A,Asaba,Secondary school leaving certificate,Unemployed,No,,
7751,33,75000,8,0.5,30,0.5,6,11,21,42,27,45,-27,0,31-35,"N50,000 - N100,000",Bank A,Female,Bank A,Asaba,OND/HND,Student,Yes,Bank A,Bank D
